date,product_id,product_name,brand_name,original_price,final_price,discount_rate,trending,sold_count,viewing,purchasing,review_count,review_score,product_url,image_url,rank
202411290537,3669072,[2PACK] Tompkins® Loopwheeled Tubular Tee,브론슨,86000,51600,40,0,4100.0,437,86,37,98.0,https://www.musinsa.com/products/3669072,https://image.msscdn.net/images/goods_img/20231030/3669072/3669072_17316532373253_500.jpg,22
202411290537,4128817,mini ver. flap backpack _ black,마스마룰즈,48000,29000,40,0,31000.0,770,127,4485,98.0,https://www.musinsa.com/products/4128817,https://image.msscdn.net/images/goods_img/20240514/4128817/4128817_17322538288136_500.jpg,23
202411290537,4457147,NEW ORIGINAL WINTER BOOTS SHORT(6inch) - 5 colors,락피쉬웨더웨어,110000,85900,22,0,1600.0,303,59,80,98.0,https://www.musinsa.com/products/4457147,https://image.msscdn.net/images/goods_img/20240924/4457147/4457147_17303407825355_500.jpg,24
202411290537,4483087,[WOOL 80] (우먼) 울 세미오버핏 발마칸 로브코트_블랙,키뮤어,259000,146970,43,0,,361,34,13,96.0,https://www.musinsa.com/products/4483087,https://image.msscdn.net/images/goods_img/20241002/4483087/4483087_17285208897559_500.jpg,25
202411290537,4483613,TCM starfish sweat pants (grey),더콜디스트모먼트,98000,78400,20,0,1400.0,282,42,79,98.0,https://www.musinsa.com/products/4483613,https://image.msscdn.net/images/goods_img/20241002/4483613/4483613_17306793467842_500.jpg,26
202411290537,4241903,NJ1DQ80J 화이트라벨 여성 노벨티 눕시 RDS 다운 자켓_BLACK,노스페이스,368000,368000,0,0,2100.0,693,0,104,98.0,https://www.musinsa.com/products/4241903,https://image.msscdn.net/images/goods_img/20240710/4241903/4241903_17205861184905_500.jpg,27
202411290537,4507335,핸드볼 스페지알 - 원더베이지:블랙 / IE3698,아디다스,139000,139000,0,0,7700.0,454,0,433,98.0,https://www.musinsa.com/products/4507335,https://image.msscdn.net/images/goods_img/20241011/4507335/4507335_17290688084134_500.jpg,28
202411290537,4515471,유니온 빅 오버 패딩 파카_2COLOR,라퍼지스토어,160000,87900,45,0,2600.0,715,48,47,96.0,https://www.musinsa.com/products/4515471,https://image.msscdn.net/images/goods_img/20241014/4515471/4515471_17322596957045_500.jpg,29
202411290537,4187568,프로핏 밀크프로틴 드링크 밀크바닐라 250ml x 18개,셀렉스,52200,25800,51,1,,158,90,2297,98.0,https://www.musinsa.com/products/4187568,https://image.msscdn.net/images/goods_img/20240610/4187568/4187568_17256091491982_500.jpg,30
202411290537,4274049,빈티지 캣워싱 와이드 데님 팬츠 [옐로우 워싱],리메인세컨드,43500,24800,43,0,17000.0,957,126,1123,96.0,https://www.musinsa.com/products/4274049,https://image.msscdn.net/images/goods_img/20240725/4274049/4274049_17255031720695_500.jpg,31
